id;Titre;Type de dossier;Date initiale;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes;total_amendements;total_mots;short_title;loi_dite;assemblee_id
pjl12-135;projet de loi autorisant l'approbation de l'avenant à la convention entre le Gouvernement de la République française et le Gouvernement du Sultanat d'Oman en vue d'éviter les doubles impositions;projet de loi;2012-10-24;https://www.senat.fr/dossier-legislatif/pjl12-135.html;promulgué;;;2013-02-22;Loi n° 2013-155 du 21 février 2013;Affaires étrangères et coopération,Économie et finances, fiscalité;0;7736;Oman;;14-avenant_convention_fiscale_Oman
pjl14-660;projet de loi organique relatif à l'indépendance et l'impartialité des magistrats et à l'ouverture de la magistrature sur la société;projet de loi;2015-07-31;https://www.senat.fr/dossier-legislatif/pjl14-660.html;promulgué;partiellement conforme;2016-07-28;2016-08-11;Loi n° 2016-1090 du 8 août 2016;Justice;308;124999;Indépendance et impartialité des magistrats (texte organique);;14-independance_impartialite_magistrats
ppl08-372;proposition de loi visant à identifier, prévenir, détecter et lutter contre l'inceste sur les mineurs et à améliorer l'accompagnement médical et social des victimes;proposition de loi;2009-03-18;https://www.senat.fr/dossier-legislatif/ppl08-372.html;promulgué;;;2010-02-09;Loi n° 2010-121 du 8 février 2010;Police et sécurité,Famille,Justice;29;42608;Inceste sur les mineurs;;13-inceste_mineur
pjl18-248;projet de loi ratifiant l'ordonnance n° 2018-937 du 30 octobre 2018 visant à faciliter la réalisation de projets de construction et à favoriser l'innovation;projet de loi;2019-01-16;https://www.senat.fr/dossier-legislatif/pjl18-248.html;;;;;;Logement et urbanisme;0;0;Projets de construction et innovation;;
15-taux_reduit_tva_hebergement_touristique_restauration;Taux réduit de TVA pour l'hébergement touristique et la restauration;proposition de loi;2020-05-26;http://www.assemblee-nationale.fr/dyn/15/dossiers/taux_reduit_tva_hebergement_touristique_restauration;;;;;;;1;0;Taux réduit de TVA pour l'hébergement touristique et la restauration;;15-taux_reduit_tva_hebergement_touristique_restauration
pjl11-349;projet de loi autorisant l'approbation de l'accord de coopération entre le Gouvernement de la République française et le Gouvernement de la République du Kazakhstan dans le domaine de la protection civile, de la prévention et de l'élimination des situations d'urgence;projet de loi;2011-05-04;https://www.senat.fr/dossier-legislatif/pjl11-349.html;promulgué;;;2012-08-01;Loi n° 2012-919 du 27 juillet 2012;Affaires étrangères et coopération,Police et sécurité,Traités et conventions;0;0;Kazakhstan : protection civile et élimination des situations d'urgence;;14-Kazakhstan_protection_civile
pjl12-816;projet de loi relatif à l'indépendance de l'audiovisuel public;projet de loi;2013-06-05;https://www.senat.fr/dossier-legislatif/pjl12-816.html;promulgué;;;2013-11-16;Loi n° 2013-1028 du 15 novembre 2013;Culture;329;96146;Indépendance de l'audiovisuel;;14-independance_audiovisuel_public_pjlo
ppl13-473;proposition de loi organique portant diverses dispositions relatives à la collectivité de Saint-Barthélemy;proposition de loi;2014-04-17;https://www.senat.fr/dossier-legislatif/ppl13-473.html;promulgué;partiellement conforme;2015-11-12;2015-11-18;Loi n° 2015-1485 du 17 novembre 2015;Collectivités territoriales,Pouvoirs publics et Constitution,Outre-mer;43;16849;Saint-Barthélemy (texte organique);;14-dispositions_collectivite_Saint-Barthelemy
pjl09-403a;projet de loi autorisant la ratification de l'accord entre la France et l'Espagne relatif à la sélection, à la mise en oeuvre et au financement de deux projets d'autoroutes de la mer entre la France et l'Espagne sur la façade Atlantique-Manche-mer du Nord;projet de loi;2010-02-10;https://www.senat.fr/dossier-legislatif/pjl09-403a.html;promulgué;;;2010-06-08;Loi n° 2010-611 du 7 juin 2010;Affaires étrangères et coopération,Union européenne,Traités et conventions,Transports;0;0;Autoroutes de la mer;;13-accord_espagne_autoroutes_mer
ppl17-453;proposition de loi visant à obliger toute personne ayant connaissance d'un crime ou de mauvais traitements infligés à un mineur ou à une personne vulnérable à en informer les autorités judiciaires ou administratives;proposition de loi;2018-04-19;https://www.senat.fr/dossier-legislatif/ppl17-453.html;;;;;;Société,Justice;0;0;Information d'un crime aux autorités judiciaires ou administratives;;
pjl11-454;projet de loi autorisant la ratification de l'accord de partenariat économique entre la Communauté européenne et ses Etats membres, d'une part, et les Etats du CARIFORUM, d'autre part;projet de loi;2011-12-14;https://www.senat.fr/dossier-legislatif/pjl11-454.html;promulgué;;;2012-12-29;Loi n° 2012-1474 du 28 décembre 2012;Affaires étrangères et coopération,Traités et conventions;0;0;Partenariat économique avec les États du CARIFORUM;;14-partenariat_economique_CE_CARIFORUM
pjl13-097;projet de loi autorisant la ratification de l'accord relatif à une juridiction unifiée du brevet;projet de loi;2013-10-23;https://www.senat.fr/dossier-legislatif/pjl13-097.html;promulgué;;;2014-02-25;Loi n° 2014-199 du 24 février 2014;Affaires étrangères et coopération,Union européenne,Recherche, sciences et techniques;0;19960;Brevet;;14-juridiction_unifiee_brevet
15-transmission_droits_compte_formation;Transfert des droits inscrits sur le compte personnel de formation entre titulaires de comptes;proposition de loi;2020-02-11;http://www.assemblee-nationale.fr/dyn/15/dossiers/transmission_droits_compte_formation;;;;;;;2;0;Transfert des droits inscrits sur le compte personnel de formation entre titulaires de comptes;;15-transmission_droits_compte_formation
ppl18-008;proposition de loi Améliorer la lisibilité du droit;proposition de loi;2018-10-03;https://www.senat.fr/dossier-legislatif/ppl18-008.html;promulgué;;;2019-12-12;Loi n° 2019-1332 du 11 décembre 2019;Pouvoirs publics et Constitution;25;7808;Améliorer la lisibilité du droit;;15-amelioration_droit_abrogation_lois_obsoletes
pjl11-004;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République socialiste du Vietnam relatif à la coopération en matière de sécurité intérieure;projet de loi;2011-02-02;https://www.senat.fr/dossier-legislatif/pjl11-004.html;promulgué;;;2011-11-29;Loi n° 2011-1979 du 28 décembre 2011;Affaires étrangères et coopération,Police et sécurité;0;29353;Vietnam;;13-accord_securite_interieure_vietnam
ppl18-455;proposition de loi relative à la prévention et au renforcement de la prise en charge des personnes victimes d'effondrement de cavités souterraines et de marnières;proposition de loi;2019-04-11;https://www.senat.fr/dossier-legislatif/ppl18-455.html;;;;;;Questions sociales et santé,Sécurité sociale;0;0;Prise en charge des victimes d'effondrement de cavités;;
ppl17-709;proposition de loi relative aux conseils consulaires;proposition de loi;2018-09-06;https://www.senat.fr/dossier-legislatif/ppl17-709.html;;;;;;Pouvoirs publics et Constitution;0;0;Composition des conseils consulaires;;
ppl11-027;proposition de loi visant à la suspension de la fabrication, de l'importation, de l'exportation et de la mise sur le marché de tout conditionnement à vocation alimentaire contenant du bisphénol A;proposition de loi;2011-06-22;https://www.senat.fr/dossier-legislatif/ppl11-027.html;promulgué;;;2012-12-26;Loi n° 2012-1442 du 24 décembre 2012;Questions sociales et santé;110;52506;Bisphénol A;;14-conditionnement_alimentaire_bisphenol_a
15-accord_cooperation_union_monetaire_ouest_africaine;Accord de coopération avec les pays de l’Union monétaire ouest-africaine;projet de loi;2020-05-22;http://www.assemblee-nationale.fr/dyn/15/dossiers/accord_cooperation_union_monetaire_ouest_africaine;;;;;;;0;0;Accord de coopération avec les pays de l’Union monétaire ouest-africaine;;15-accord_cooperation_union_monetaire_ouest_africaine
ppl17-566;proposition de loi tendant à sécuriser et étendre la procédure du divorce par consentement mutuel par acte sous seing privé contresigné par avocats;proposition de loi;2018-06-12;https://www.senat.fr/dossier-legislatif/ppl17-566.html;;;;;;Société,Famille;0;0;Sécuriser et étendre le divorce par consentement mutuel;;
ppl15-246;proposition de loi d'expérimentation territoriale visant à faire disparaître le chômage de longue durée;proposition de loi;2015-07-22;https://www.senat.fr/dossier-legislatif/ppl15-246.html;promulgué;;;2016-03-01;Loi n° 2016-231 du 29 février 2016;Société,Travail;159;150248;Lutte contre le chômage de longue durée;;14-experimentation_territoires_zero_chomage_longue_duree
pjl11-751;projet de loi relatif à la régulation économique Outre-mer et portant diverses dispositions relatives à l'Outre-mer;projet de loi;2012-09-05;https://www.senat.fr/dossier-legislatif/pjl11-751.html;promulgué;;;2012-11-30;Loi n° 2012-1270 du 20 novembre 2012;Économie et finances, fiscalité,Outre-mer;311;298425;Outre-mer;;14-regulation_economique_outre-mer
ppl19-155;proposition de loi visant à rétablir les droits sociaux des travailleurs numériques;proposition de loi;2019-11-28;https://www.senat.fr/dossier-legislatif/ppl19-155.html;;;;;;Travail;1;13501;Droits sociaux des travailleurs numériques;;
pjl07-170;projet de loi constitutionnelle modifiant le titre XV de la Constitution;projet de loi;2008-01-04;https://www.senat.fr/dossier-legislatif/pjl07-170.html;promulgué;;;2008-02-05;Loi n° 2008-103 du 4 février 2008;Union européenne,Pouvoirs publics et Constitution;37;127907;Constitution;;13-titre_15constit
pjl16-525;projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Conseil des ministres de Bosnie-Herzégovine relatif à la mobilité des jeunes;projet de loi;2017-10-23;https://www.senat.fr/dossier-legislatif/pjl16-525.html;promulgué;;;2018-11-20;Loi n° 2018-1001 du 19 novembre 2018;Affaires étrangères et coopération;0;0;Accord avec la Bosnie-Herzégovine sur la mobilité des jeunes;;15-accord_bosnie-herzegovine_mobilite_jeunes
pjl09-060;projet de loi de réforme des collectivités territoriales;projet de loi;2009-10-21;https://www.senat.fr/dossier-legislatif/pjl09-060.html;promulgué;partiellement conforme;2010-12-09;2010-12-18;Loi n° 2010-1563 du 16 décembre 2010;Collectivités territoriales;2122;1355089;Collectivités territoriales;;13-reforme_collectivites_territoriales
ppl19-425;proposition de loi portant création d'un fonds d'indemnisation des victimes du covid-19;proposition de loi;2020-05-12;https://www.senat.fr/dossier-legislatif/ppl19-425.html;;;;;;Société,Budget,Questions sociales et santé;16;0;Création d'un fonds d'indemnisation des victimes du covid-19;;
pjl08-355;projet de loi autorisant l'approbation de l'accord sur l'enseignement bilingue entre le Gouvernement de la République française et le Gouvernement de la Roumanie;projet de loi;2009-01-21;https://www.senat.fr/dossier-legislatif/pjl08-355.html;promulgué;;;2009-10-27;Loi n° 2009-1292 du 26 octobre 2009;Affaires étrangères et coopération,Union européenne,Traités et conventions,Éducation;0;0;Roumanie;;13-enseignement_bilingue
pjl18-647;projet de loi autorisant la ratification de l'accord de partenariat global et renforcé entre l'Union européenne et la Communauté européenne de l'énergie atomique et leurs Etats membres, d'une part, et la République d'Arménie, d'autre part;projet de loi;2019-01-09;https://www.senat.fr/dossier-legislatif/pjl18-647.html;promulgué;;;2019-12-27;Loi n° 2019-1447 du 26 décembre 2019;Affaires étrangères et coopération,Union européenne;0;0;Accord UE - Arménie;;15-accord_ue_ceea_armenie
pjl08-502;projet de loi de règlement de règlement des comptes et rapport de gestion pour l'année 2008;projet de loi;2009-05-27;https://www.senat.fr/dossier-legislatif/pjl08-502.html;promulgué;conforme;2009-08-06;2009-08-11;Loi n° 2009-973 du 10 août 2009;Budget;4;54733;Budget;;13-reglement_comptes2008
ppl11-333;proposition de loi visant à modifier le régime de responsabilité civile du fait des choses des pratiquants sportifs sur les lieux réservés à la pratique sportive et à mieux encadrer la vente des titres d'accès aux manifestations sportives;proposition de loi;2012-01-24;https://www.senat.fr/dossier-legislatif/ppl11-333.html;promulgué;;;2012-03-20;Loi n° 2012-348 du 12 mars 2012;Culture,Sports;24;58322;Pratique sportive et responsabilité;;13-responsabilite_civile_pratique_sportive
ppl18-555;proposition de loi tendant à rétablir les conseillers territoriaux, le même élu exerçant à la fois les fonctions de conseiller régional et celles de conseiller départemental;proposition de loi;2019-06-07;https://www.senat.fr/dossier-legislatif/ppl18-555.html;;;;;;Collectivités territoriales,Société,Pouvoirs publics et Constitution;0;0;Rétablir les conseillers territoriaux;;
pjl11-606;projet de loi autorisant l'approbation de la convention relative à la construction et à l'exploitation d'une infrastructure pour la recherche sur les antiprotons et les ions en Europe;projet de loi;2012-06-22;https://www.senat.fr/dossier-legislatif/pjl11-606.html;promulgué;;;2013-08-06;Loi n° 2013-709 du 5 août 2013;Affaires étrangères et coopération,Union européenne,Recherche, sciences et techniques;0;0;Recherche sur les antiprotons et les ions en Europe;;14-convention_antiprotons_ions_Europe
pjl13-489;projet de loi relatif aux activités privées de protection des navires;projet de loi;2014-01-03;https://www.senat.fr/dossier-legislatif/pjl13-489.html;promulgué;;;2014-07-02;Loi n° 2014-742 du 1er juillet 2014;Affaires étrangères et coopération,Police et sécurité;292;118062;Protection des navires;;14-activites_privees_protection_navires
